#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
Queue Occupancy;1000;44.865;689.3361111111109;26.255211122958254;0.5852047503166891;0.0;90.0
Service Time for Customer;1818;5500.5;3.0261145544578973E7;5501.013138011849;1.0000932893394872;1.0;11000.0
Server Utilisation;1000;1.0;0.0;0.0;0.0;1.0;1.0
Waiting Time for Customer;909;454000.0;6.893250000000002E10;262549.9952390021;0.5783039542709297;Infinity;908000.0
